w h p k r par_time seq_time
2048 2048 4 16 16 0.121954 0.213911
4096 4096 4 32 16 0.429747 0.869139
1024 1024 8 128 16 0.679952 0.103459
4096 4096 2 32 128 0.865713 0.865166
1024 1024 4 128 32 0.062958 0.053603
1024 1024 8 4 8 1.499972 0.103556
1024 1024 4 16 8 0.041137 0.054298
4096 4096 4 64 32 0.631573 0.865604
8192 8192 4 32 16 1.702310 3.494006
4096 4096 4 64 16 0.409548 0.865263
1024 1024 4 8 8 0.051892 0.053573
1024 1024 8 32 16 0.499834 0.103466
4096 4096 8 8 16 7.219937 1.715869
2048 2048 4 32 8 0.127749 0.216048
4096 4096 2 4 8 2.155553 0.869434
512 512 4 16 4 0.015393 0.013616
4096 4096 4 32 4 0.608941 0.866287
1024 1024 4 128 128 0.062939 0.053562
1024 1024 4 8 32 0.037231 0.053601
4096 4096 4 4 64 0.507123 0.865594
4096 4096 2 64 128 0.950600 0.869420
1024 1024 2 8 8 0.086996 0.053471
2048 2048 4 128 4 0.138561 0.213912
1024 1024 8 4 128 0.479884 0.104012
2048 2048 4 8 16 0.144850 0.213924
2048 2048 2 8 128 0.182967 0.215955
1024 1024 4 8 32 0.038266 0.054158
2048 2048 2 128 4 0.203921 0.216097
4096 4096 8 32 4 9.540086 1.735462
512 512 8 8 32 0.219874 0.023354
2048 2048 2 32 64 0.220173 0.214012
4096 4096 4 16 64 0.410269 0.874028
512 512 4 32 64 0.017580 0.013473
4096 4096 4 16 8 0.569393 0.869198
2048 2048 2 128 64 0.240082 0.214088
512 512 4 4 2 0.051323 0.013386
4096 4096 2 4 64 0.865910 0.874913
2048 2048 4 64 64 0.237213 0.217131
1024 1024 4 128 64 0.062804 0.054351
1024 1024 2 8 64 0.050839 0.053622
1024 1024 4 4 64 0.038159 0.054285
1024 1024 2 64 64 0.064876 0.053489
4096 4096 4 128 8 0.433343 0.874905
8192 8192 4 4 4 8.437987 3.499118
4096 4096 4 4 32 0.607734 0.870078
2048 2048 4 8 128 0.176569 0.213817
4096 4096 2 8 32 0.834660 0.865817
4096 4096 4 64 16 0.409519 0.865716
1024 1024 4 128 4 0.063523 0.053545
2048 2048 4 16 32 0.113278 0.213932
2048 2048 4 64 16 0.175950 0.213851
4096 4096 8 128 128 3.959943 1.739590
1024 1024 4 64 16 0.061223 0.054018
2048 2048 8 4 4 10.649808 0.437279
2048 2048 4 64 32 0.217017 0.214028
4096 4096 2 32 4 1.095756 0.865970
8192 8192 2 8 128 2.774572 3.510184
2048 2048 2 2 128 0.233165 0.217394
1024 1024 4 128 2 0.054129 0.053466
2048 2048 4 16 8 0.145382 0.214194
4096 4096 8 16 16 5.610049 1.754709
1024 1024 4 4 16 0.051674 0.053463
1024 1024 4 32 128 0.066749 0.053535
1024 1024 2 64 8 0.052531 0.053559
2048 2048 4 32 64 0.217411 0.213781
4096 4096 4 8 32 0.479267 0.865687
512 512 8 4 32 0.399804 0.023358
512 512 4 4 128 0.018317 0.013496
1024 1024 4 8 8 0.050634 0.053574
4096 4096 8 64 64 3.739804 1.735670
4096 4096 2 256 8 0.712699 0.865450
2048 2048 4 4 32 0.150448 0.216039
8192 8192 8 64 4 19.929961 6.994587
1024 1024 8 2 16 1.479876 0.103757
4096 4096 4 256 32 0.915588 0.865508
2048 2048 2 128 32 0.233536 0.216070
4096 4096 8 2 256 3.979932 1.739704
2048 2048 8 64 4 3.099964 0.424123
2048 2048 8 64 16 1.599935 0.434128
1024 1024 4 8 4 0.072546 0.053556
4096 4096 4 16 128 0.644758 0.869318
4096 4096 8 32 64 3.870009 1.745810
4096 4096 4 4 4 1.822812 0.869886
4096 4096 2 16 256 0.887536 0.865602
512 512 4 64 16 0.017721 0.013429
1024 1024 2 16 32 0.049243 0.053487
1024 1024 8 64 64 0.299936 0.103450
1024 1024 2 4 16 0.089627 0.053607
1024 1024 8 16 16 0.739951 0.104134
2048 2048 8 32 256 0.979937 0.423998
1024 1024 4 16 64 0.059195 0.054295
2048 2048 4 128 128 0.242294 0.216110
1024 1024 4 32 8 0.037520 0.053462
8192 8192 4 128 128 3.509781 3.461501
512 512 2 8 256 0.018074 0.013403
2048 2048 4 4 8 0.279392 0.217249
8192 8192 4 32 128 2.504568 3.461927
8192 8192 4 128 64 3.166783 3.514920
4096 4096 8 4 8 21.720044 1.736039
4096 4096 8 256 8 5.760019 1.736079
1024 1024 4 128 128 0.063063 0.053719
4096 4096 2 8 4 2.041896 0.874283
1024 1024 4 2 128 0.042713 0.053602
8192 8192 4 128 2 2.289691 3.464170
2048 2048 4 2 2 1.544361 0.213778
512 512 4 16 8 0.012815 0.013597
1024 1024 2 32 128 0.065910 0.054193
2048 2048 4 256 32 0.242261 0.216005
1024 1024 8 128 16 0.659927 0.104148
8192 8192 4 16 2 4.945657 3.543356
2048 2048 8 16 64 1.339953 0.436373
2048 2048 2 128 128 0.247903 0.216168
512 512 2 16 4 0.023706 0.013367
4096 4096 2 64 8 0.742290 0.869696
8192 8192 4 8 4 4.567078 3.514044
4096 4096 4 32 8 0.484449 0.867036
512 512 8 8 2 0.819973 0.023613
8192 8192 2 16 8 4.123064 3.495856
512 512 4 4 32 0.015311 0.013440
4096 4096 4 8 64 0.434832 0.865587
8192 8192 4 8 64 1.720200 3.461139
2048 2048 2 256 8 0.236099 0.216119
2048 2048 4 8 4 0.285754 0.214044
2048 2048 4 32 16 0.114018 0.216211
2048 2048 4 64 4 0.132155 0.213921
2048 2048 2 4 4 0.849822 0.214097
2048 2048 4 4 16 0.194740 0.217070
8192 8192 4 64 32 1.525143 3.461691
2048 2048 4 256 2 0.187926 0.213916
1024 1024 8 16 128 0.279864 0.104005
2048 2048 2 8 32 0.206110 0.216025
1024 1024 2 16 4 0.087371 0.054129
4096 4096 8 32 16 4.500034 1.735931
1024 1024 4 128 32 0.063233 0.054288
2048 2048 4 16 128 0.221933 0.214005
512 512 2 2 128 0.018345 0.013404
2048 2048 4 32 128 0.242538 0.216134
512 512 8 4 16 0.499872 0.023399
8192 8192 2 128 256 3.742476 3.509592
4096 4096 8 2 16 22.620033 1.754370
8192 8192 2 16 2 9.270990 3.509778
512 512 2 128 8 0.018003 0.013367
2048 2048 4 8 2 0.472438 0.215996
1024 1024 4 2 8 0.113652 0.053850
1024 1024 4 32 32 0.058973 0.053533
4096 4096 8 256 64 3.899978 1.735266
2048 2048 2 8 256 0.237853 0.217006
1024 1024 4 16 8 0.042360 0.053551
1024 1024 4 128 4 0.063522 0.053638
8192 8192 4 4 256 1.815056 3.508170
512 512 8 32 32 0.299879 0.023479
1024 1024 4 64 32 0.062968 0.054305
1024 1024 4 256 256 0.061763 0.054054
2048 2048 8 32 4 3.179964 0.436101
1024 1024 4 16 2 0.074686 0.053795
8192 8192 8 16 32 12.979901 7.005156
8192 8192 8 256 4 18.180053 7.020820
8192 8192 4 64 8 1.730208 3.467628
4096 4096 2 2 16 2.153668 0.865401
2048 2048 8 4 64 1.349846 0.423941
512 512 4 4 32 0.016090 0.013402
2048 2048 2 128 2 0.265416 0.216947
4096 4096 4 8 8 0.762502 0.865401
4096 4096 8 16 128 3.639946 1.739842
4096 4096 4 128 16 0.646034 0.868909
2048 2048 4 4 64 0.129542 0.213931
512 512 4 256 16 0.017804 0.013498
8192 8192 2 32 64 2.584028 3.494141
8192 8192 8 64 256 15.119944 6.984369
4096 4096 4 2 4 3.279733 0.867227
4096 4096 2 256 32 0.926901 0.869748
512 512 2 32 32 0.017367 0.013420
8192 8192 8 128 16 9.149997 7.027091
2048 2048 8 128 256 0.879963 0.436153
2048 2048 2 32 256 0.259396 0.216005
1024 1024 4 8 256 0.067596 0.054032
512 512 8 64 4 1.219949 0.023504
1024 1024 2 4 4 0.203511 0.053625
2048 2048 4 16 32 0.113785 0.214168
4096 4096 4 64 4 0.508739 0.865688
2048 2048 2 32 16 0.183252 0.216135
1024 1024 2 256 64 0.063377 0.054192
4096 4096 2 2 128 0.917651 0.865688
8192 8192 8 2 64 27.590058 6.935782
512 512 4 128 128 0.016348 0.013407
2048 2048 8 256 8 1.839933 0.435999
4096 4096 2 256 2 0.949440 0.865656
1024 1024 2 2 64 0.068017 0.053463
8192 8192 8 16 4 49.560034 7.030946
8192 8192 2 4 2 25.448069 3.508644
512 512 4 64 4 0.020195 0.013558
1024 1024 8 2 2 10.229868 0.103992
4096 4096 4 64 128 0.929445 0.865957
1024 1024 4 64 128 0.065062 0.053643
4096 4096 8 64 64 3.530019 1.736114
4096 4096 8 8 32 5.159986 1.725236
2048 2048 8 8 8 3.039895 0.434187
2048 2048 4 16 16 0.121443 0.216833
4096 4096 4 32 16 0.430610 0.865821
1024 1024 8 128 16 0.339839 0.103451
4096 4096 2 32 128 0.864746 0.874143
1024 1024 4 128 32 0.062701 0.053561
1024 1024 8 4 8 1.599929 0.103555
1024 1024 4 16 8 0.042398 0.053792
4096 4096 4 64 32 0.633984 0.865108
8192 8192 4 32 16 1.700594 3.461466
4096 4096 4 64 16 0.408408 0.874375
1024 1024 4 8 8 0.051194 0.054028
1024 1024 8 32 16 0.339889 0.103434
4096 4096 8 8 16 7.120021 1.736097
2048 2048 4 32 8 0.124563 0.213797
4096 4096 2 4 8 2.068154 0.869334
512 512 4 16 4 0.015390 0.013370
4096 4096 4 32 4 0.603610 0.865414
1024 1024 4 128 128 0.063019 0.053507
1024 1024 4 8 32 0.037231 0.053511
4096 4096 4 4 64 0.511284 0.874263
4096 4096 2 64 128 0.943365 0.866008
1024 1024 2 8 8 0.087437 0.054187
2048 2048 4 128 4 0.138699 0.213961
1024 1024 8 4 128 0.579983 0.104105
2048 2048 4 8 16 0.145291 0.216205
2048 2048 2 8 128 0.181450 0.215997
1024 1024 4 8 32 0.037243 0.053508
2048 2048 2 128 4 0.204122 0.213891
4096 4096 8 32 4 9.520082 1.739616
512 512 8 8 32 0.239690 0.023521
2048 2048 2 32 64 0.221092 0.213925
4096 4096 4 16 64 0.410038 0.865865
512 512 4 32 64 0.017587 0.013565
4096 4096 4 16 8 0.570414 0.865201
2048 2048 2 128 64 0.242716 0.217118
512 512 4 4 2 0.051827 0.013509
4096 4096 2 4 64 0.867510 0.869300
2048 2048 4 64 64 0.237596 0.213846
1024 1024 4 128 64 0.062646 0.053602
1024 1024 2 8 64 0.050828 0.054112
1024 1024 4 4 64 0.039148 0.053587
1024 1024 2 64 64 0.064217 0.053650
4096 4096 4 128 8 0.431302 0.865860
8192 8192 4 4 4 7.495862 3.464094
4096 4096 4 4 32 0.606781 0.865326
2048 2048 4 8 128 0.177634 0.214665
4096 4096 2 8 32 0.828226 0.866035
4096 4096 4 64 16 0.407036 0.869240
1024 1024 4 128 4 0.063741 0.054206
2048 2048 4 16 32 0.113513 0.216017
2048 2048 4 64 16 0.176934 0.216930
4096 4096 8 128 128 3.899976 1.735790
1024 1024 4 64 16 0.060712 0.054047
2048 2048 8 4 4 10.630003 0.424212
2048 2048 4 64 32 0.216474 0.214130
4096 4096 2 32 4 1.084047 0.866250
8192 8192 2 8 128 2.795027 3.462320
2048 2048 2 2 128 0.231170 0.215943
1024 1024 4 128 2 0.054178 0.053467
2048 2048 4 16 8 0.146037 0.213805
4096 4096 8 16 16 4.650032 1.725278
1024 1024 4 4 16 0.051951 0.053722
1024 1024 4 32 128 0.065733 0.053627
1024 1024 2 64 8 0.052510 0.053451
2048 2048 4 32 64 0.220646 0.213888
4096 4096 4 8 32 0.479969 0.869424
512 512 8 4 32 0.319909 0.023417
512 512 4 4 128 0.018023 0.013581
1024 1024 4 8 8 0.051790 0.054250
4096 4096 8 64 64 3.560052 1.735720
4096 4096 2 256 8 0.722595 0.874640
2048 2048 4 4 32 0.151186 0.213813
8192 8192 8 64 4 21.400044 6.994742
1024 1024 8 2 16 1.499961 0.103573
4096 4096 4 256 32 0.914571 0.865327
2048 2048 2 128 32 0.235695 0.217135
4096 4096 8 2 256 3.299965 1.754960
2048 2048 8 64 4 3.099965 0.424025
2048 2048 8 64 16 1.119969 0.424062
1024 1024 4 8 4 0.072412 0.054038
4096 4096 4 16 128 0.644280 0.865316
4096 4096 8 32 64 3.840013 1.735637
4096 4096 4 4 4 1.824275 0.870110
4096 4096 2 16 256 0.889414 0.865461
512 512 4 64 16 0.017848 0.013443
1024 1024 2 16 32 0.049582 0.054229
1024 1024 8 64 64 0.419923 0.103454
1024 1024 2 4 16 0.086740 0.053444
1024 1024 8 16 16 0.499860 0.104134
2048 2048 8 32 256 1.019943 0.436049
1024 1024 4 16 64 0.060353 0.053643
2048 2048 4 128 128 0.241976 0.216953
1024 1024 4 32 8 0.037716 0.054026
8192 8192 4 128 128 3.520046 3.463598
512 512 2 8 256 0.018031 0.013461
2048 2048 4 4 8 0.289062 0.217191
8192 8192 4 32 128 2.481891 3.464499
8192 8192 4 128 64 3.162272 3.514375
4096 4096 8 4 8 22.969941 1.740619
4096 4096 8 256 8 4.469965 1.754556
1024 1024 4 128 128 0.062919 0.054083
4096 4096 2 8 4 2.071249 0.869453
1024 1024 4 2 128 0.042583 0.053455
8192 8192 4 128 2 2.303081 3.462274
2048 2048 4 2 2 1.577688 0.214072
512 512 4 16 8 0.012684 0.013615
1024 1024 2 32 128 0.065745 0.053553
2048 2048 4 256 32 0.241114 0.214216
1024 1024 8 128 16 0.519974 0.104168
8192 8192 4 16 2 4.738488 3.542819
2048 2048 8 16 64 1.259943 0.436834
2048 2048 2 128 128 0.245430 0.214136
512 512 2 16 4 0.023918 0.013360
4096 4096 2 64 8 0.741790 0.865920
8192 8192 4 8 4 4.675867 3.468020
4096 4096 4 32 8 0.490154 0.874767
512 512 8 8 2 2.119952 0.023454
8192 8192 2 16 8 4.120733 3.508502
512 512 4 4 32 0.016347 0.013582
4096 4096 4 8 64 0.434309 0.865512
8192 8192 4 8 64 1.722700 3.462200
2048 2048 2 256 8 0.237377 0.213882
2048 2048 4 8 4 0.281429 0.217578
2048 2048 4 32 16 0.114337 0.216074
2048 2048 4 64 4 0.133178 0.217122
2048 2048 2 4 4 0.859376 0.215948
2048 2048 4 4 16 0.193251 0.213951
8192 8192 4 64 32 1.512982 3.494564
2048 2048 4 256 2 0.188411 0.217154
1024 1024 8 16 128 0.279940 0.104012
2048 2048 2 8 32 0.205255 0.214159
1024 1024 2 16 4 0.088757 0.054001
4096 4096 8 32 16 4.800031 1.736066
1024 1024 4 128 32 0.064323 0.053722
2048 2048 4 16 128 0.222254 0.217311
512 512 2 2 128 0.018478 0.013551
2048 2048 4 32 128 0.247508 0.214065
512 512 8 4 16 0.499889 0.023518
8192 8192 2 128 256 3.730816 3.462298
4096 4096 8 2 16 22.130002 1.735855
8192 8192 2 16 2 8.450309 3.461287
512 512 2 128 8 0.018154 0.013382
2048 2048 4 8 2 0.452935 0.214056
1024 1024 4 2 8 0.114261 0.054030
1024 1024 4 32 32 0.059075 0.053482
4096 4096 8 256 64 4.020025 1.739756
2048 2048 2 8 256 0.238210 0.216076
1024 1024 4 16 8 0.041972 0.053494
1024 1024 4 128 4 0.063677 0.053467
8192 8192 4 4 256 1.803820 3.508193
512 512 8 32 32 0.279959 0.023352
1024 1024 4 64 32 0.063082 0.054089
1024 1024 4 256 256 0.063010 0.054051
2048 2048 8 32 4 4.359946 0.423904
1024 1024 4 16 2 0.076343 0.054131
8192 8192 8 16 32 11.730141 6.932611
8192 8192 8 256 4 17.379898 7.006010
8192 8192 4 64 8 1.726580 3.469246
4096 4096 2 2 16 2.127980 0.869366
2048 2048 8 4 64 1.479938 0.424179
512 512 4 4 32 0.015671 0.013361
2048 2048 2 128 2 0.263939 0.214001
4096 4096 4 8 8 0.742034 0.874522
4096 4096 8 16 128 3.639914 1.754584
4096 4096 4 128 16 0.643935 0.865412
2048 2048 4 4 64 0.129266 0.213864
512 512 4 256 16 0.017920 0.013494
8192 8192 2 32 64 2.574671 3.510757
8192 8192 8 64 256 12.939977 6.922077
4096 4096 4 2 4 3.719151 0.866627
4096 4096 2 256 32 0.924571 0.874547
512 512 2 32 32 0.017482 0.013422
8192 8192 8 128 16 11.660004 6.983764
2048 2048 8 128 256 0.880023 0.437253
2048 2048 2 32 256 0.259073 0.216996
1024 1024 4 8 256 0.067630 0.053454
512 512 8 64 4 0.499867 0.023512
1024 1024 2 4 4 0.203421 0.053553
2048 2048 4 16 32 0.114286 0.217078
4096 4096 4 64 4 0.510180 0.865020
2048 2048 2 32 16 0.182154 0.213830
1024 1024 2 256 64 0.063125 0.053606
4096 4096 2 2 128 0.903226 0.865621
8192 8192 8 2 64 28.250070 7.027361
512 512 4 128 128 0.016960 0.013396
2048 2048 8 256 8 2.419910 0.436903
4096 4096 2 256 2 0.948604 0.869263
1024 1024 2 2 64 0.069250 0.054208
8192 8192 8 16 4 43.169961 6.995253
8192 8192 2 4 2 26.150541 3.463066
512 512 4 64 4 0.020219 0.013630
1024 1024 8 2 2 10.409854 0.103761
4096 4096 4 64 128 0.928095 0.866235
1024 1024 4 64 128 0.066265 0.053638
4096 4096 8 64 64 3.899992 1.739626
4096 4096 8 8 32 4.619972 1.754446
2048 2048 8 8 8 3.239939 0.423826
2048 2048 4 16 16 0.123471 0.214054
4096 4096 4 32 16 0.427747 0.865281
1024 1024 8 128 16 0.499920 0.103997
4096 4096 2 32 128 0.860008 0.865742
1024 1024 4 128 32 0.062990 0.054121
1024 1024 8 4 8 1.419798 0.103644
1024 1024 4 16 8 0.042530 0.053626
4096 4096 4 64 32 0.631296 0.874213
8192 8192 4 32 16 1.709045 3.460667
4096 4096 4 64 16 0.407798 0.874210
1024 1024 4 8 8 0.050033 0.053576
1024 1024 8 32 16 0.499826 0.103443
4096 4096 8 8 16 7.119974 1.754422
2048 2048 4 32 8 0.127787 0.214020
4096 4096 2 4 8 2.179647 0.869448
512 512 4 16 4 0.015623 0.013571
4096 4096 4 32 4 0.607259 0.865589
1024 1024 4 128 128 0.062952 0.053657
1024 1024 4 8 32 0.037402 0.053473
4096 4096 4 4 64 0.505379 0.865372
4096 4096 2 64 128 0.944141 0.869478
1024 1024 2 8 8 0.085857 0.053463
2048 2048 4 128 4 0.138133 0.216220
1024 1024 8 4 128 0.419949 0.103598
2048 2048 4 8 16 0.144238 0.216169
2048 2048 2 8 128 0.180895 0.213989
1024 1024 4 8 32 0.037892 0.054181
2048 2048 2 128 4 0.203509 0.216039
4096 4096 8 32 4 9.029969 1.739384
512 512 8 8 32 0.299952 0.023352
2048 2048 2 32 64 0.219667 0.213873
4096 4096 4 16 64 0.409923 0.869310
512 512 4 32 64 0.018060 0.013607
4096 4096 4 16 8 0.569878 0.874199
2048 2048 2 128 64 0.241157 0.213983
512 512 4 4 2 0.051129 0.013552
4096 4096 2 4 64 0.865099 0.874130
2048 2048 4 64 64 0.237461 0.213926
1024 1024 4 128 64 0.062971 0.054272
1024 1024 2 8 64 0.050482 0.053448
1024 1024 4 4 64 0.039521 0.054107
1024 1024 2 64 64 0.064703 0.053516
4096 4096 4 128 8 0.430379 0.865223
8192 8192 4 4 4 7.426205 3.509416
4096 4096 4 4 32 0.603960 0.865344
2048 2048 4 8 128 0.177643 0.216029
4096 4096 2 8 32 0.827370 0.874907
4096 4096 4 64 16 0.406913 0.865058
1024 1024 4 128 4 0.064080 0.054336
2048 2048 4 16 32 0.115846 0.215961
2048 2048 4 64 16 0.177603 0.214020
4096 4096 8 128 128 3.419916 1.739259
1024 1024 4 64 16 0.060611 0.053707
2048 2048 8 4 4 10.999830 0.435993
2048 2048 4 64 32 0.219570 0.216020
4096 4096 2 32 4 1.065990 0.869421
8192 8192 2 8 128 2.763186 3.509117
2048 2048 2 2 128 0.232734 0.216933
1024 1024 4 128 2 0.054388 0.054226
2048 2048 4 16 8 0.147168 0.213888
4096 4096 8 16 16 4.660001 1.726533
1024 1024 4 4 16 0.052825 0.053443
1024 1024 4 32 128 0.066804 0.053490
1024 1024 2 64 8 0.052288 0.053523
2048 2048 4 32 64 0.217037 0.216007
4096 4096 4 8 32 0.482734 0.876427
512 512 8 4 32 0.399874 0.023490
512 512 4 4 128 0.018092 0.013421
1024 1024 4 8 8 0.051516 0.053557
4096 4096 8 64 64 3.339952 1.735517
4096 4096 2 256 8 0.717783 0.874351
2048 2048 4 4 32 0.150062 0.216054
8192 8192 8 64 4 23.640100 7.026567
1024 1024 8 2 16 1.499940 0.103447
4096 4096 4 256 32 0.921610 0.869576
2048 2048 2 128 32 0.236084 0.216098
4096 4096 8 2 256 3.639890 1.745530
2048 2048 8 64 4 2.359933 0.436120
2048 2048 8 64 16 1.480081 0.423878
1024 1024 4 8 4 0.073269 0.054223
4096 4096 4 16 128 0.647164 0.865177
4096 4096 8 32 64 3.419981 1.749626
4096 4096 4 4 4 1.919933 0.876200
4096 4096 2 16 256 0.890297 0.865648
512 512 4 64 16 0.017836 0.013374
1024 1024 2 16 32 0.049387 0.054042
1024 1024 8 64 64 0.379931 0.103508
1024 1024 2 4 16 0.088718 0.054052
1024 1024 8 16 16 0.499823 0.104022
2048 2048 8 32 256 0.879967 0.424281
1024 1024 4 16 64 0.059605 0.053519
2048 2048 4 128 128 0.241728 0.213945
1024 1024 4 32 8 0.036495 0.053581
8192 8192 4 128 128 3.546856 3.462726
512 512 2 8 256 0.017934 0.013553
2048 2048 4 4 8 0.277846 0.217278
8192 8192 4 32 128 2.487878 3.495437
8192 8192 4 128 64 3.152198 3.466112
4096 4096 8 4 8 21.849818 1.736071
4096 4096 8 256 8 4.880036 1.739764
1024 1024 4 128 128 0.064067 0.053593
4096 4096 2 8 4 2.071278 0.865401
1024 1024 4 2 128 0.042654 0.053456
8192 8192 4 128 2 2.285978 3.460623
2048 2048 4 2 2 1.416579 0.216163
512 512 4 16 8 0.012662 0.013407
1024 1024 2 32 128 0.065849 0.054053
2048 2048 4 256 32 0.244658 0.216954
1024 1024 8 128 16 0.739935 0.103999
8192 8192 4 16 2 4.637257 3.473983
2048 2048 8 16 64 1.299986 0.423917
2048 2048 2 128 128 0.247654 0.216163
512 512 2 16 4 0.024002 0.013362
4096 4096 2 64 8 0.746317 0.869441
8192 8192 4 8 4 4.584614 3.499249
4096 4096 4 32 8 0.487612 0.875379
512 512 8 8 2 2.119946 0.023470
8192 8192 2 16 8 4.112150 3.496182
512 512 4 4 32 0.015354 0.013617
4096 4096 4 8 64 0.434102 0.865273
8192 8192 4 8 64 1.727451 3.495567
2048 2048 2 256 8 0.235699 0.214180
2048 2048 4 8 4 0.276867 0.213954
2048 2048 4 32 16 0.114071 0.214143
2048 2048 4 64 4 0.134045 0.216930
2048 2048 2 4 4 0.891644 0.217869
2048 2048 4 4 16 0.193257 0.213916
8192 8192 4 64 32 1.521628 3.463120
2048 2048 4 256 2 0.188691 0.217057
1024 1024 8 16 128 0.269997 0.103989
2048 2048 2 8 32 0.208946 0.216002
1024 1024 2 16 4 0.087926 0.053592
4096 4096 8 32 16 4.389914 1.735929
1024 1024 4 128 32 0.063005 0.054120
2048 2048 4 16 128 0.222095 0.216144
512 512 2 2 128 0.018401 0.013561
2048 2048 4 32 128 0.242491 0.213910
512 512 8 4 16 0.599815 0.023510
8192 8192 2 128 256 3.725156 3.461241
4096 4096 8 2 16 19.599842 1.739407
8192 8192 2 16 2 9.120184 3.493609
512 512 2 128 8 0.018209 0.013587
2048 2048 4 8 2 0.461336 0.214122
1024 1024 4 2 8 0.117747 0.054073
1024 1024 4 32 32 0.059100 0.053742
4096 4096 8 256 64 4.109928 1.754589
2048 2048 2 8 256 0.236889 0.216041
1024 1024 4 16 8 0.042554 0.053562
1024 1024 4 128 4 0.063745 0.053595
8192 8192 4 4 256 1.801906 3.493529
512 512 8 32 32 0.219819 0.023498
1024 1024 4 64 32 0.064056 0.054132
1024 1024 4 256 256 0.061484 0.053725
2048 2048 8 32 4 3.079941 0.423912
1024 1024 4 16 2 0.076992 0.053764
8192 8192 8 16 32 13.010027 7.019594
8192 8192 8 256 4 19.410065 6.928647
8192 8192 4 64 8 1.725841 3.469938
4096 4096 2 2 16 2.165817 0.865685
2048 2048 8 4 64 1.350018 0.436077
512 512 4 4 32 0.016193 0.013504
2048 2048 2 128 2 0.261632 0.214212
4096 4096 4 8 8 0.759188 0.866030
4096 4096 8 16 128 3.799887 1.739079
4096 4096 4 128 16 0.643628 0.869262
2048 2048 4 4 64 0.130342 0.216003
512 512 4 256 16 0.017854 0.013622
8192 8192 2 32 64 2.575852 3.462941
8192 8192 8 64 256 13.580111 6.931724
4096 4096 4 2 4 3.759173 0.870495
4096 4096 2 256 32 0.925916 0.869361
512 512 2 32 32 0.017169 0.013488
8192 8192 8 128 16 10.260008 6.942564
2048 2048 8 128 256 0.919965 0.436869
2048 2048 2 32 256 0.259321 0.217073
1024 1024 4 8 256 0.067486 0.053580
512 512 8 64 4 1.109981 0.023355
1024 1024 2 4 4 0.207459 0.053503
2048 2048 4 16 32 0.113570 0.213834
4096 4096 4 64 4 0.513364 0.869736
2048 2048 2 32 16 0.183269 0.217005
1024 1024 2 256 64 0.063338 0.054036
4096 4096 2 2 128 0.910208 0.865798
8192 8192 8 2 64 25.070059 6.993763
512 512 4 128 128 0.016411 0.013531
2048 2048 8 256 8 2.499850 0.423965
4096 4096 2 256 2 0.944614 0.865808
1024 1024 2 2 64 0.068945 0.053597
8192 8192 8 16 4 48.950068 6.923630
8192 8192 2 4 2 25.323458 3.461400
512 512 4 64 4 0.020364 0.013522
1024 1024 8 2 2 10.249842 0.104182
4096 4096 4 64 128 0.927740 0.865475
1024 1024 4 64 128 0.064957 0.054101
4096 4096 8 64 64 3.960033 1.735404
4096 4096 8 8 32 4.840013 1.725957
2048 2048 8 8 8 2.939905 0.423934
2048 2048 4 16 16 0.122685 0.216984
4096 4096 4 32 16 0.426525 0.866137
1024 1024 8 128 16 0.499881 0.103595
4096 4096 2 32 128 0.861695 0.865733
1024 1024 4 128 32 0.062926 0.053583
1024 1024 8 4 8 1.499896 0.103570
1024 1024 4 16 8 0.042393 0.053769
4096 4096 4 64 32 0.636415 0.869375
8192 8192 4 32 16 1.704942 3.463258
4096 4096 4 64 16 0.406831 0.865536
1024 1024 4 8 8 0.051180 0.053500
1024 1024 8 32 16 0.499937 0.103490
4096 4096 8 8 16 7.190042 1.754851
2048 2048 4 32 8 0.126710 0.214061
4096 4096 2 4 8 2.116331 0.865892
512 512 4 16 4 0.015303 0.013372
4096 4096 4 32 4 0.610857 0.865722
1024 1024 4 128 128 0.063872 0.053884
1024 1024 4 8 32 0.037393 0.053567
4096 4096 4 4 64 0.511559 0.874196
4096 4096 2 64 128 0.947101 0.874094
1024 1024 2 8 8 0.087920 0.054259
2048 2048 4 128 4 0.138089 0.214002
1024 1024 8 4 128 0.399822 0.104139
2048 2048 4 8 16 0.143936 0.216954
2048 2048 2 8 128 0.182776 0.216158
1024 1024 4 8 32 0.037580 0.053622
2048 2048 2 128 4 0.204091 0.216983
4096 4096 8 32 4 7.939936 1.735561
512 512 8 8 32 0.259880 0.023494
2048 2048 2 32 64 0.222650 0.214186
4096 4096 4 16 64 0.413508 0.868897
512 512 4 32 64 0.017728 0.013540
4096 4096 4 16 8 0.573619 0.865912
2048 2048 2 128 64 0.243779 0.217013
512 512 4 4 2 0.053526 0.013615
4096 4096 2 4 64 0.875272 0.869499
2048 2048 4 64 64 0.237420 0.216014
1024 1024 4 128 64 0.064300 0.054263
1024 1024 2 8 64 0.050722 0.053646
1024 1024 4 4 64 0.038858 0.054064
1024 1024 2 64 64 0.064736 0.053458
4096 4096 4 128 8 0.431238 0.874458
8192 8192 4 4 4 7.663834 3.461798
4096 4096 4 4 32 0.594038 0.873761
2048 2048 4 8 128 0.176374 0.217020
4096 4096 2 8 32 0.838069 0.869843
4096 4096 4 64 16 0.407934 0.865776
1024 1024 4 128 4 0.063820 0.053503
2048 2048 4 16 32 0.115741 0.213780
2048 2048 4 64 16 0.174969 0.215333
